position,company,reviews,location,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork
"financial analyst, international",juul labs,2.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
research engineer,oath inc,5.0,"san francisco, ca",different_field,True,True,False,False,False,False,False,False,True,False,True,True,False
process operator,heliotrope technologies,2.0,"alameda, ca 94501",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
"sr. staff scientist, r&d",thermo fisher scientific,1878.0,"south san francisco, ca 94083",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior quantitative scientist - dis,roche,1578.0,"belmont, ca",different_field,False,True,True,False,False,False,False,False,True,False,True,True,False
principal data engineer,demandbase,3.0,"san francisco, ca",data_engineer,True,True,False,False,True,False,False,False,True,False,True,True,False
"vice president, operations",autodesk,315.0,"san rafael, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,True,False
"research analyst, mortgage-backed securities (mbs)",franklin templeton investments,512.0,"san mateo, ca 94403",different_field,True,True,True,False,True,True,False,True,True,False,True,True,False
automation engineer,zymergen,4.0,"emeryville, ca 94608",different_field,True,True,False,False,False,True,False,False,True,False,True,True,True
information security incident coordinator,autodesk,315.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
market research client analyst,kantar millward brown,21.0,"san francisco, ca",different_field,False,True,True,False,False,False,False,False,True,False,True,False,False
environmental data standards postdoctoral scholar,lawrence berkeley national laboratory,123.0,"san francisco bay area, ca",different_field,True,True,False,False,False,False,False,False,True,False,True,False,False
(contract) business intelligence analyst,course hero,19.0,"redwood city, ca",different_field,False,True,False,False,False,True,True,False,True,True,False,False,False
senior business recruiter,square,52.0,"san francisco, ca 94103",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
assessment manager,university of california san francisco,269.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
quality assurance specialist,proteus digital health,14.0,"redwood city, ca 94065",different_field,False,True,False,True,False,False,False,False,True,False,True,False,True
process associate iii,natera,34.0,"san carlos, ca 94070",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
quantitative analyst consultant - cecl conversion,the situs companies,17.0,"san francisco, ca",different_field,False,True,False,False,False,True,False,True,True,False,False,False,False
sr. scientist (bioanalytical method development),nektar,3.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
information resources manager,exponent,28.0,"menlo park, ca 94025",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
"bi analyst, developer",autodesk,315.0,"san rafael, ca",different_field,False,True,False,False,False,True,False,True,True,False,True,False,False
presales solutions architect | machine learning,maven wave partners,2.0,"san francisco, ca",machine_learning_engineer,False,True,False,False,False,False,False,False,False,False,False,True,False
product manager- data infrastructure,uber,496.0,"san francisco, ca 94103",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior data engineer,hackerone,3.0,"san francisco, ca",data_engineer,True,True,False,False,False,True,False,False,True,False,True,False,False
data and policy analyst iii – healthcare and payment policy research coordinator,acumen llc,13.0,"burlingame, ca 94010",different_field,False,True,True,False,False,False,False,True,True,False,True,False,False
"associate principal scientist, adme",merck,2987.0,"south san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
sr quantitative finance analyst,bank of america,21949.0,"san francisco, ca 94104",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
research associate ii,public health institute,26.0,"richmond, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
clinical pharmacokineticist,astrazeneca,1412.0,"south san francisco, ca 94080",different_field,False,True,True,False,False,False,False,True,False,False,True,False,False
institutional research analyst,university of california san francisco,269.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,True,False,False,False
data science postdoctoral scholar,lawrence berkeley national laboratory,123.0,"san francisco bay area, ca",data_scientist,True,True,False,False,False,False,False,False,True,False,True,True,False
associate scientist i or ii - cancer vaccine technologies,astrazeneca,1412.0,"south san francisco, ca 94080",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
"senior scientist, advertising","pandora media, inc.",33.0,"oakland, ca",different_field,False,True,False,False,True,False,False,False,False,False,False,True,False
machine learning engineer,thredup inc,20.0,"san francisco, ca 94104",machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,True,True,False
"chief of staff, shotgun production platform",autodesk,315.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
senior search software engineer/data scientist,clarivate analytics,31.0,"san francisco, ca",data_scientist,False,True,False,False,True,False,False,False,True,False,False,False,False
scientist-technology development,guardant health,7.0,"redwood city, ca 94063",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
environmental scientist i / ii / iii / sr.,ahtna environmental inc,68.0,"pleasant hill, ca",different_field,False,True,True,False,False,False,False,False,False,False,False,False,False
student services & capstone advisor job - fung inst.,university of california berkeley,241.0,"berkeley, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
machine learning engineer,credit karma,6.0,"san francisco, ca",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
r&d chef/culinologist,impossible foods,4.0,"redwood city, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
head of brand strategy,betterup,2.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior scientist of vector biology,biomarin,15.0,"san rafael, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
"staff or principal scientist, content science (music & podcasts)","pandora media, inc.",33.0,"oakland, ca",different_field,True,True,False,False,True,True,False,True,False,False,True,True,False
scientist/sr. scientist,exponent,28.0,"menlo park, ca 94025",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
machine learning engineer,captricity,3.0,"oakland, ca",machine_learning_engineer,True,True,False,False,False,False,False,True,False,False,False,True,False
"software engineer, youtube machine learning",google,2473.0,"san bruno, ca",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
"lead biostatistician, non-clinical / data scientist",genomic health,21.0,"redwood city, ca 94063",data_scientist,False,True,False,False,False,False,False,True,False,False,False,True,False
engagement manager,gigster,5.0,"san francisco, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
