,position,company,reviews,city,state,position_type,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork,1yr
4531,data scientist,vituity,9.0,emeryville,ca,data_scientist,data_scientist,True,True,True,True,False,True,False,True,False,False,True,True,False,False
4532,data scientist,genentech,678.0,south san francisco,ca,data_scientist,data_scientist,False,True,True,False,False,True,False,True,True,False,True,False,False,False
4533,data scientist,limebike,6.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,False,True,False,True,False,False,False,True,False,False
4534,research data scientist,surveymonkey,15.0,san mateo,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,True,False,False,True,False,False,False
4535,research data analyst 3,university of california berkeley,241.0,berkeley,ca,analyst,data_analyst,False,True,False,False,False,False,False,False,True,False,True,False,True,False
4536,"data scientist, finance | fortune 500 retailer",bicp,3.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,False,False,False,False,True,False,True,False,False,True
4537,data scientist,pocket gems,8.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False,False
4538,data scientist,yelp,308.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,False,False,False,True,False,False,False
4539,data scientist,transdev,921.0,south san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,False,False,False,False
4540,"data scientist, machine learning evaluation",adobe,460.0,san francisco,ca,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,False,True,False,False
4541,data scientist,"williams-sonoma, inc.",1578.0,san francisco,ca,data_scientist,data_scientist,True,True,False,True,True,True,True,True,False,True,False,True,False,False
4542,data scientist,thirdlove,16.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,False,False,False,True,False,False
4543,data scientist,clarivate analytics,31.0,san francisco,ca,data_scientist,data_scientist,False,True,False,False,True,False,False,True,True,False,False,True,False,False
4544,data scientist,groupon,624.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,True,False,False,True,False,False
4545,data scientist - risk,eventbrite,7.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False,False
4546,path forward returnship - data scientist,lendingclub,58.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,False,False,False,True,False,False
4547,data scientist - mindmeld conversational ai,cisco,3996.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False,False
4548,data scientist / engineer,trifacta,2.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
4549,data scientist - operations,stitch fix,145.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,False,False,False,False,False,False,False
4550,data scientist,streetline,5.0,san mateo,ca,data_scientist,data_scientist,True,True,False,False,True,False,False,True,False,False,False,True,False,False
4551,risk data scientist,wish,14.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
4552,staff data scientist,vida,8.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,True,False,False,False,True,False,False
4553,data scientist - machine learning,affirm,3.0,san francisco,ca,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False,False
4554,data scientist,"healthypets, inc.",7.0,union city,ca,data_scientist,data_scientist,False,True,False,False,False,False,False,True,True,False,True,False,False,False
4555,data scientist,figure,4.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,True,False,True,True,False,False
4556,data scientist,natera,34.0,san carlos,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,True,True,False,True,False,False,True
4557,data scientist,narvar,5.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False,False
4558,data scientist,fanatics inc.,382.0,san mateo,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False,False
4559,staff data scientist,tapjoy,5.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
4560,data scientist-dis,roche,1578.0,belmont,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False,False
4561,data scientist (predictive services),opendoor,11.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,False,False,False,False,False,False,True,False,False
4562,data scientist - inference,airbnb,166.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,True,False,False,True,False,False,False
4563,data scientist,shutterfly,355.0,redwood city,ca,data_scientist,data_scientist,False,True,True,False,False,True,False,False,False,False,True,False,False,False
4564,"data scientist, marketing",rally health,7.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,True,True,False,False
4565,data scientist - mobile games,product madness,2.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False,False
4566,data scientist - insurance,esurance,287.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,True,True,False,False,False,False,False
4567,"senior data scientist, people analytics",instacart,471.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,True,False,True,False,False,False
4568,"data scientist @ cyence - san mateo, ca","guidewire software, inc.",28.0,san mateo,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
4569,data scientist (ecommerce),electronic arts,396.0,redwood city,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,True,False,False,True,True,False,False
4570,senior quantitative analyst,evalueserve,149.0,san francisco,ca,analyst,different_field,True,True,True,False,False,False,False,False,True,False,True,False,False,True
4571,"manager, engineering (data science)",under armour,582.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,True,False,False,False,False,False,True,False,False,False
4572,assistant microbiologist,heluna health,15.0,richmond,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4573,senior business intelligence analyst,uber,496.0,san francisco,ca,analyst,different_field,True,True,True,False,False,True,False,True,False,True,True,False,False,False
4574,senior bioinformatics scientist,counsyl,4.0,south san francisco,ca,data_scientist,different_field,True,True,False,False,False,False,False,False,True,False,False,True,False,False
4575,data scientist,smith hanley associates,18.0,san francisco,ca,data_scientist,data_scientist,True,True,True,False,False,False,False,True,False,False,False,True,False,False
4576,intake associate,counsyl,4.0,south san francisco,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4577,research finance analyst,university of california san francisco,269.0,san francisco,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4578,sr. associate scientist - cardiometabolic disorders,amgen,999.0,south san francisco,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4579,scientist i-ii-senior,dynavax technologies,10.0,berkeley,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,True
4580,"lead product manager, data (multiple positions)",credit karma,6.0,san francisco,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,True,False,False
4581,data science eng/ analytics lead,salesforce,382.0,san francisco,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
4582,product development associate scientist – food microbiologist,impossible foods,4.0,redwood city,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
